,body,target
173," Germany’s BSI cyber defence agency on Saturday defended its role in responding to a far-reaching data breach, saying it could not have connected individual cases it was aware of last year until the entire data release became public. The government said on Friday that personal data and documents from hundreds of German politicians and public figures including Chancellor Angela Merkel had been published online, in what appeared to be one of Germany’s biggest data breaches. The incident has shocked the establishment and prompted calls for security agencies to clarify whether any security deficiencies they were aware of had been exploited, and if they could have acted sooner to head off the breach. The BSI said in a statement that it was contacted by a lawmaker in early December about suspicious activity on their private email and social media accounts. “Only by becoming aware of the release of the data sets via the Twitter account ‘G0d’ on Jan. 3, 2019, could the BSI in a further analysis on Jan. 4, 2019 connect this case and four other cases that the BSI became aware of during 2018,” it said. “At the beginning of December 2018, it was not foreseeable that there would be more cases.” The BSI said on Friday all but one of the seven parties in the lower house had been affected. German media said that party was the right-wing Alternative for Germany (AfD). Last year, lawmakers said a powerful cyber attack had breached the foreign ministry’s computer network. Security officials have blamed most previous breaches of data security on a Russian hacking group, while the Kremlin has consistently denied involvement in such incidents. After the latest data breach, Justice Minister Katarina Barley said she was considering stricter security requirements for software makers and Internet platform operators. “We are examining the extent to which stricter legal provisions are useful and necessary here,” she told weekly newspaper Welt am Sonntag, according to a pre-released article. Authorities were investigating all possibilities, including espionage, one government source said on Friday, adding that it was unlikely any single person could have compiled the massive amounts of data that had been released. The BSI said investigations so far had showed the data breaches predominantly concerned private and personal accounts, but that it is responsible for the operational protection of government networks. Writing by Paul Carrel; Editing by Kevin Liffey and Clelia Oziel All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
174," Comments from Brazil’s new right-wing President Jair Bolsonaro that he would be open to the United States operating a military base on Brazilian soil have not been well received by the country’s armed forces, a senior army officer told Reuters on Saturday. Bolsonaro, who took office on Jan. 1, said in a television interview on Thursday he might be willing to allow a U.S. base in Brazil as a way to counter Russian influence in Venezuela, a move that would mark a sharp shift in direction for Brazilian foreign policy. Brazil’s military would be against a U.S. base in the country, the officer said, speaking on condition of anonymity because he has not been authorized to discuss the matter publicly. He added that the possibility of ceding territory for a base took officers by surprise in the Brazilian military, which has traditionally been a zealous guardian of national sovereignty. The Ministry of Defense said on Saturday it has not been informed of such a proposal by Bolsonaro, a former Army officer turned politician who has appointed retired generals to his cabinet. “The president has not discussed this with the defence minister,” said Major Sylvia Martins, a spokeswoman for the ministry. Bolsonaro, an admirer of U.S. President Donald Trump, has quickly moved to align Brazil more closely with the Trump administration, which was represented by Secretary of State Mike Pompeo at his swearing in on Tuesday. Pompeo told reporters on Wednesday that the United States and Brazil had “an opportunity to work alongside each other against authoritarian regimes” in the region, naming Venezuela, Cuba and Nicaragua. Foreign Minister Ernesto Araújo confirmed Bolsonaro’s willingness to allow a U.S. base in comments to reporters in Lima on Friday during a meeting of the Lima Group of 13 countries monitoring Venezuela’s political and economic crisis. Araújo said Bolsonaro would discuss the base offer with Trump during an expected visit to Washington in March, the Estado de S. Paulo newspaper reported. The Lima Group of Latin American nations plus Canada said on Friday that last year’s elections in Venezuela were not democratic and they would not recognise the legitimacy of leftist President Nicolas Maduro’s new term starting Jan. 10. Bolsonaro said in the television interview that he is worried about Russia’s closeness with Maduro, the most significant U.S. foe in Latin America. A visit to Venezuela by two Russian nuclear-capable strategic bombers in December angered the U.S. government..",0
175," Thousands marched through Budapest’s city centre on Saturday to protest against a new law that allows employers to ask staff to work up to 400 hours per year of overtime. Opposition groups have staged several rallies in the past weeks in the Hungarian capital and other cities against what they said was an authoritarian rule of conservative nationalist Viktor Orban. Saturday’s rally, organised by opposition parties, trade unions and civic groups, mainly targeted the new labour law dubbed by critics as “slave law”. The protesters marched in snowfall from the historic Heroes Square to the parliament building on the bank of the Danube river, carrying banners such as “Sweep away the regime”. “We disagree with almost everything that is going on since this government got into power (in 2010), from corruption to pseudo-democracy,” said 50-year old housewife Eva Demeter. She said more Hungarians were pouring onto the streets because the slave law “affects a bigger crowd”. Some of the protesters posted on social media or carried banners calling for a “national strike”. The modification to the labour code passed by parliament last month has faced intense criticism and sparked the biggest street protest in over a year. Potentially, it could add two extra hours to an average work day, or the equivalent of an extra workday per week. Zoltan Mucsi, the head of steelmaker Dunaferr’s Vasas trade union, said it was undemocratic that the government did not discuss the labour code changes with the unions. Some of the main trade union groups may resort to a strike if the government does not sit down with them to negotiate, he told Reuters. Trade union membership in Hungary is estimated at below a tenth of the workforce, about half the level in Germany, according to data from the Organisation for Economic Co-operation and Development. The past weeks’ anti-government rallies were also against a law that sets up new courts which critics say could be politically manipulated, and against bias in state-controlled media. The earlier protests have been mostly peaceful, though there were some clashes with police who used tear gas. The ruling Fidesz party reiterated in a statement on Thursday that the protests were part of a campaign for the European Parliament elections in May to help those who support mass migration into the European Union. Fidesz won Hungarian elections with a landslide last year, with the ticket of resisting mass immigration into the EU.",0
176," Gaza authorities arrested five Palestinians on Saturday on suspicion of ransacking the offices of President Mahmoud Abbas’s official Palestine Television station, Hamas’s interior ministry said. On Friday, assailants destroyed cameras, editing and broadcasting equipment in the Gaza office of the station, part of the Palestinian Broadcast Corporation (PBC), which broadcasts material supportive of Abbas. Station officials immediately blamed Hamas for the attack. The incident underscored tensions between Abbas’s Western-backed Palestinian Authority, based in the occupied West Bank, and Hamas, the Islamist group that rules Gaza. But Hamas on Saturday said all five suspects men were former employees of the Palestinian Authority, whose salaries were recently suspended. There was no immediate response from the Palestinian Authority. There has long been antipathy between Hamas, which won the last Palestinian parliamentary elections in 2006 and is opposed to any peace negotiations with Israel, and with Abbas’s more moderate and secular Fatah faction. The two rivals have tried and failed to end the divisions. Egypt has brokered a Palestinian reconciliation pact that provides for Hamas to cede control of Gaza to Abbas, but a dispute over power-sharing has hindered implementation. Writing by Nidal Almughrabi; editing by David Evans All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
177," Five teenage girls killed by a fire in an “escape room” attraction in Poland might have survived if there had been a proper evacuation route, a senior firefighter said on Saturday. In “escape rooms”, participants are locked in a room and race against the clock to solve puzzles and challenges to open a way out. The girls killed in Koszalin, in northern Poland, on Friday were taking part in a birthday treat. One other person was being treated for burns. “The tragedy occurred primarily due to the lack of an effective evacuation route,” said Leszek Suski, head of the state firefighting service, according to the PAP news agency. A local prosecutor told reporters the fire had probably been caused by an escape of gas near the heating system boiler. PAP said scores of escape rooms across Poland would now be inspected for safety. Escape rooms first became popular in Asia, and have spread across North America and Europe.",0
178," After two weeks stranded at sea and battered by winter storms, migrants onboard a rescue ship are growing frustrated, supplies are dwindling and the crew are exhausted as European countries refuse to offer a safe port of call. The Sea-Watch 3, a vessel run by a German humanitarian group, plucked 32 people from an unsafe boat off the coast of Libya on Dec. 22, including three small children who are suffering from seasickness and four teenagers, who are travelling alone. The vessel is now in Maltese waters sheltering from high winds and rough seas. In an act of desperation, one migrant jumped into the frigid waters on Friday, trying to swim for shore, but was quickly pulled back on board by the crew. “We are here on this boat and we do not understand what is happening,” Bob Kiangala, from the Democratic Republic of the Congo, told Reuters. “We are not fish, we are not sharks, we are human beings like everyone else. We made this crossing, we risked our lives to get to Europe, and now that we have arrived, Europe refuses, and we do not know why,” he said. Another German humanitarian group, Sea-Eye, is also in waters off Malta with 17 people rescued on Dec. 29 on board its ship. This week almost two dozen humanitarian groups, including Amnesty International and the United Nations’ International Organisation for Migration, called on the European Union to offer a safe port to both vessels. Until June last year, Italy took in almost all of the migrants rescued by humanitarian groups, but since then the new populist coalition government’s Interior Minister Matteo Salvini, who leads the anti-immigrant League party, has closed the ports to rescue ships. In a surprising move, Deputy Prime Minister Luigi Di Maio, leader of the 5-Star Movement, said that Italy would take in the women and children if Malta allowed the ships to dock. “Malta should allow the immediate disembarkation of women and children and send them to Italy,” Di Maio wrote on Facebook on Friday. “Children shouldn’t pay the price of a Europe that turns its back so it cannot see.” However, underscoring tensions within the government over migration, Salvini swiftly replied on his own Facebook page that Italy should not take in any more boat migrants. “Human trafficking must be stopped. People escaping war should come to Italy by plane, as many already do, not by boat. We can send medicines, food and clothes to the boats, but enough of this blackmail,” he wrote. “I have not changed my mind.” In recent months Spain and Malta have agreed to take in some rescued migrants, but often not before long negotiations with other EU countries. As a consequence, most humanitarian groups have abandoned sea rescue efforts. Crew members on the Sea-Watch 3 are in good spirits but tired, getting an average of about five hours sleep a night, and the migrants, many of whom endured months of abuse in Libya after making a dangerous desert crossing, are showing signs of stress and mental fatigue, Sea-Watch’s head of mission, Philipp Hahn, said. Sixteen-year-old Achuil Abdallah, who set off alone from his native South Sudan, said he is relieved to have escaped Libya and now is just hoping to reach dry land: “We all need help.” Additional reporting by Angelo Amante, Writing by Steve Scherer; Editing by Kirsten Donovan and Crispian Balmer All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
179,"3 MIN READ LONDON, Jan 4 - Lending to British consumers grew at its slowest pace in nearly four years in November and the number of mortgage approvals fell, Bank of England data showed, adding to signs of a pre-Brexit slowdown in the economy. The annual growth rate in unsecured consumer lending slowed to 7.1 percent from 7.4 percent in October, the BoE figures showed, the slowest increase since March 2015. There have been signs from many retailers that British consumers reined in their spending in late 2018, faced with the possibility of the country leaving the European Union without a deal to smooth the economic shock. Prime Minister Theresa May faces a make-or-break vote on her Brexit plans in the week of Jan. 14, little more than two months before Britain is due to end its membership of the EU. A survey of Britain’s dominant services industry published on Friday suggested the economy grew by just 0.1 percent in the fourth quarter of 2018, compared with the previous three months, as uncertainty about Brexit mounted. The BoE said the number of mortgages approved for house purchase fell to 63,728 in November, the lowest figure since April and down from 66,709 in October. The figure was below all forecasts in a Reuters poll of economists. Britain’s housing market weakened in 2018 with major mortgage lenders reporting price growth at a five-year low. Nationwide said earlier on Friday that prices fell in December by the most in monthly terms since mid-2012 and rose at their slowest annual pace in nearly six years. The BoE data showed net mortgage lending, which tends to lag behind approvals, at 3.453 billion pounds in November, up from 4.089 billion pounds in October. BoE Governor Mark Carney warned last month that in the event of a “disorderly” departure from the EU — which is not the central bank’s base-case scenario — house prices could slump by 30 percent as part of a broader economic shock. The central bank has also said demand for consumer lending had been subdued by Brexit uncertainty, but might ramp up again once the situation is clearer. Figures for November alone showed a 924 million-pound net increase in consumer lending, slightly weaker than economists’ forecasts. The BoE also said net gilt purchases by foreign investors totalled 2.387 billion pounds in November compared with a revised lower 5.014 billion pounds in October and 8.649 billion pounds in November 2017.",0
181," The Northern Irish party that props up Prime Minister Theresa May’s government said on Friday that it would not support her Brexit deal but that businesses should be relaxed about leaving the EU without an agreement. “In fact we’re more alarmed about what is coming out from the EU and especially the Irish government,” the Democratic Unionist Party’s Sammy Wilson said when asked if he was reassured by signals from Brussels. May still hopes to get her deal through parliament, though even members of her own cabinet admit privately that to do so she will need to make significant changes and win over lots of opposition lawmakers. If the lower house of the British parliament does not approve May’s deal then the world’s fifth-largest economy will leave the EU without one on March 29 at 2300 GMT as the date is set in law - the 2018 Withdrawal Act. The Northern Irish DUP, whose 10 lawmakers have propped up May’s minority government, has demanded she ditch the Irish backstop, something the EU and May have ruled out. The DUP’s Wilson told BBC radio that the Irish backstop was a “con trick” and added that farmers and businesses should be totally relaxed about a no-deal Brexit. “If anyone should be worried about the tariffs on beef and sheep then it should be the Irish because of course, we, the United Kingdom are net importers of food,” Wilson said. Facing the defeat of her deal last month, May postponed a parliamentary vote on it, pledging to seek “legal and political assurances” from the EU. Those efforts appear so far to be in vain. The EU said it will not reopen the negotiation though it signalled it might offer some concessions. May needs 318 votes to get a deal through parliament yet 117 of her 317 lawmakers voted against her in a confidence vote on Dec. 12. So she will need the support of some of the Labour Party’s 257 lawmakers or to win over swathes of her own party and the DUP.",0
182," U.S. National Security Advisor John Bolton has warned the Syrian government it should not see the impending U.S. military withdrawal from the country as an invitation to use chemical weapons. U.S. President Donald Trump said in December that U.S. troops had succeeded in their mission to defeat Islamic State militants and were no longer needed in the country. The announcement, which took officials in Washington and allies abroad by surprise, contributed to Jim Mattis’ decision to resign as U.S. defence secretary and prompted concern that Islamic State could stage a comeback. “There is absolutely no change in the U.S. position against the use of chemical weapons by the Syrian regime and absolutely no change in our position that any use of chemical weapons would be met by a very strong response, as we’ve done twice before,” Bolton told reporters on his plane shortly before landing in Tel Aviv, Israel. “So the regime, the Assad regime, should be under no illusions on that question,” said Bolton, who is on a four-day trip to Israel and Turkey. Trump has twice bombed Syria over the government’s alleged use of chemical weapons, in April 2017 and April 2018. In September a senior U.S. official said there was evidence showing chemical weapons were being prepared by Syrian government forces in Idlib, the last major rebel stronghold in the country. More than half a million people have died during the Syrian war and 11 million have been forced to flee their homes. During his trip Bolton is set to meet with Israeli Prime Minister Benjamin Netanyahu and Turkish President Tayyip Erdogan. He said he was not suggesting Syria appeared ready to use chemical weapons. “As we elaborate how the (U.S. troop) withdrawal is going to occur and the circumstances, we don’t want the Assad regime to see what we do as representing any diminution in our opposition to the use of weapons of mass destruction,” he said. If chemical weapons were to be used, “a lot of options would be on the table ... if they don’t heed the lessons of those two strikes the next one will be more telling,” Bolton said.",0
183," Rakhine insurgents killed 13 policemen and injured nine in attacks on four police posts in Myanmar’s Rakhine state on Friday as the country marked Independence Day, the official news agency said. Fighting resurged in Rakhine state in early December between government forces and the rebel Arakan Army, which wants greater autonomy for Rakhine, where the mainly Buddhist Rakhine ethnic group makes up the majority. The Arakan Army does not cite religion as a factor in its insurgency. It was also in the restive western state that a military-led crackdown in 2017, following attacks by Rohingya Muslim insurgents, prompted hundreds of thousands of Rohingya to flee westwards to neighbouring Bangladesh. The separate conflict between the military and Arakan Army rebels forced 2,500 civilians from their homes by the end of last year, according to the United Nations. The Arakan Army says it has been fighting for nearly a decade for self-determination in “the land of Arakan,” another name for Rakhine. An independent kingdom ruled in the coastal area until the 18th century. The Arakan Army is one of multiple armed groups fighting in the name of ethnic minorities in the rugged borderlands of Myanmar, a country once known as Burma where around 90 percent of people are Buddhists. The official Myanmar News Agency said four police posts in the Buthidaung area in northern Rakhine came under attack from hundreds of Arakan Army fighters after daybreak on Friday. Thirteen policemen were killed and nine injured as police were forced to abandon two of the posts, it said, adding that the military was now conducting a “clearance” of the area. Myanmar military spokesman Zaw Min Tun said the insurgents had hit police outposts near the border with Bangladesh. “These police posts are there to protect the national races in the area so (Arakan Army rebels) shouldn’t attack them,” Zaw Min Tun said, referring to mostly Buddhist ethnic groups in the area who are, unlike Rohingya Muslims, considered Myanmar citizens. Arakan Army spokesman Khine Thu Kha confirmed the assault and said rebels later retrieved the corpses of seven “enemies”. He said later that rebels had freed at least 12 members of the security forces it detained in the fighting. The attacks, he added, came in response to a Myanmar military offensive against the Arakan Army in recent weeks that had also targeted civilians. The military has denied targeting civilians. The Myanmar military last month announced a four-month halt to fighting in the north and northeast of the country to kick-start peace talks with armed groups seeking autonomy, but that announcement excluded Rakhine state. The Myanmar police force said on Saturday it had opened cases against those involved in Friday’s attack under Myanmar’s Counter-Terrorism Law and a weapons law. “This is a carefully planned premeditated attack to harm the lives and property of the people and to further aggravate the instability in the Rakhine State,” the English-language Global New Light of Myanmar newspaper said on Saturday. Friday’s violence erupted shortly after the national flag was raised across the southeast Asian country to mark 71 years since independence from Britain, but the Arakan Army spokesman denied any connection between the attacks and the anniversary. “We are not independent yet. Today is not our Independence Day,” Khine Thu Kha said. Last August, a U.N. report accused the Myanmar military of mass killings and rapes of Rohingya with “genocidal intent” in 2017 in an operation that drove more than 700,000 of them to flee to Bangladesh, according to U.N. agencies. Myanmar has denied the charges, saying its military launched a counter-insurgency operation after attacks on security posts by Muslim militants.",0
184," A powerful Iranian council approved an anti-money laundering bill on Saturday, state media reported, a major step towards reforms that would bring Iran into line with global norms and could facilitate foreign trade in the face of U.S sanctions. Iran has been trying to implement standards set by the Financial Action Task Force (FATF), an inter-governmental organisation that underpins the fight against money laundering and terrorist financing. Foreign businesses say Iran’s compliance with FATF standards and its removal from the organisation’s blacklist are essential if they are to increase investment, especially after reimposition of the U.S. sanctions on Tehran. However, Iranian hardliners have opposed passing legislation toward compliance with the FATF, arguing it could hamper Iranian financial support for allies such as Lebanon’s Hezbollah, which the United States lists as a terrorist organisation. Parliament last year passed the anti-money laundering bill, one of four amendments Iran needs to implement to meet FATF requirements, but the Guardian Council, a vetting body, rejected it, saying it was against Islam and the constitution. On Saturday, the Expediency Council, a body intended to resolve disputes between parliament and the Guardian Council, approved the bill with some changes, state news agency IRNA said, quoting a member of the council. The move came after Ayatollah Sadeq Amoli Larijani - the chief of hardline judiciary - was appointed last week as the head of the Expediency Council. He is the brother of Ali Larijani, the speaker of the parliament. Seven months after his harsh dismissal of parliamentary efforts to adapt FATF and other international conventions on money laundering, Supreme Leader Ayatollah Ali Khamenei seems to have warmed to the reforms, a reversal that experts say is aimed at preventing Iran’s economic collapse. In recent months, cities have been rocked by demonstrations as factory workers, teachers, truck drivers and farmers protested against economic hardship. The sanctions have depressed the value of Iran’s rial currency and aggravated annual inflation fourfold to nearly 40 percent in November. U.S. President Donald Trump withdrew from a nuclear deal with Iran last year and reimposed the sanctions on its banking and energy sectors, hoping to curb its missile and nuclear programmes and counter its growing influence in the Middle East. European signatories of the nuclear deal are still committed to the accord and seek to launch a mechanism, a so-called special purpose vehicle (SPV), aiming to sidestep the U.S. financial system by using an EU intermediary to handle trade with Iran. The director general of Iran’s Strategic Council on Foreign Relations, an advisory body set up by Khamenei, voiced his support for the FATF-related bills on Friday. “It is better to finalise the FATF and CFT (counter financing of terrorism regimes) in the earliest time, so the Europeans have no excuse not to implement the (SPV) mechanism,” Abdolreza Faraji was quoted by semi-official ISNA new agency.",0
185," Thailand resumed flights on Saturday to its southern provinces, as the first tropical storm in 30 years slowed and headed into the Andaman Sea, leaving behind a trail of homes damaged by fallen trees or blown-off roofs, and disrupted power networks. Before tropical storm Pabuk hit land in Nakhon Si Thammarat on Friday, arriving from the Gulf of Thailand, airports had shut in the province and nearby Surat Thani and the holiday island of Koh Samui, with all flights cancelled. But on Saturday, the storm lost speed and was downgraded to a depression as it moved off land, weather officials said, although they maintained warnings of torrential rain and possible flash floods in nine provinces. “The strong winds are forecast with waves up to 3 to 5 meters high in both the Gulf and in the Andaman Sea,” the Thai Meteorological Department said in a statement, urging ships to keep to shore and highlighting the risk of sudden water surges. Bangkok Airways, which has a monopoly at the Koh Samui airport, resumed normal operations early on Saturday and added extra flights to assist stranded passengers. The airports at Nakhon Si Thammarat and Surat Thani will resume operations at noon. Most ferry services to Thailand’s southern holiday islands have resumed following suspension for the storm. Over the past few days, more than 28,000 people have been evacuated into shelters across seven provinces, the Department of Disaster Prevention and Mitigation said in a daily tally on Saturday. Authorities have recorded just one death, after a fishing boat capsized in strong winds near the coast of Pattani province, leaving another of the crew missing, though four more were safe. PTT Exploration and Production Pcl, a unit of state-owned PTT, said it expected to resume operations of oil rigs at Bongkot and Erawan, two of Thailand’s biggest gas fields in the Gulf of Thailand, on Sunday. It had suspended operations there since Monday and brought staff inland.",0
186," A court in India set up under anti-money laundering laws declared liquor and aviation tycoon Vijay Mallya a “fugitive economic offender” on Saturday, paving the way for the government to seize his assets, according to Reuters partner ANI. India recently approved a bill empowering authorities to seize assets of super-rich fugitives whose economic offences or crimes involve sums over 1 billion rupees (11.3 million pounds). The bill is part of a push to prosecute a number of accused who have fled India in the last four years even as the country reels from a series of banking scandals, including a $2 billion (1.57 billion pounds) fraud at state-run Punjab National Bank (PNBK.NS) that was uncovered in February. The financial crime fighting agency Enforcement Directorate had sought to declare Mallya a “fugitive economic offender” and to confiscate 125 billion rupees worth of his assets. On Saturday, Mallya became the first person to be declared fugitive under the new law. His lawyer could not be reached for comment. India has been trying to extradite Mallya from Britain after the collapse of his defunct Kingfisher Airlines. It wants to bring fraud charges against the 62-year-old businessman over $1.4 billion in loans Kingfisher took out from Indian banks which the authorities argue he had no intention of repaying. A London court ruled on Monday that Mallya should be extradited to India adding that there was a prima facie case against the tycoon, who moved to Britain in March 2016. Mallya, who co-owned the Formula One motor racing team Force India which went into administration in July, has denied any wrongdoing and says the case against him is politically motivated.",0
187," Russia is not willing to exchange Paul Whelan, the former U.S. marine detained in Moscow on suspicion of spying, Interfax news agency quoted Russian Deputy Foreign Minister Sergei Ryabkov as saying on Saturday. “I see no reasons to raise this issue in context of exchanges. We should undergo all the procedures needed in this situation,” Ryabkov said.",0
188," China’s population is set to reach a peak of 1.442 billion in 2029 and start a long period of “unstoppable” decline in 2030, government scholars said in a research report published on Friday. The world’s most populous country must now draw up policies to try to cope with a declining labour force and a rapidly ageing population, according to the summary of the latest edition of the “Green Book of Population and Labor” published by the China Academy of Social Sciences (CASS). Growth in the working population had now stagnated, the report said, and the rising number of elderly people will have a far-reaching impact on the social and economic development in the country, especially if fertility rates remain low. “From a theoretical point of view, the long-term population decline, especially when it is accompanied by a continuously ageing population, is bound to cause very unfavourable social and economic consequences,” it said. China’s population is expected to fall back to 1.36 billion by the middle of the century, it said, which could mean a decline in the workforce of as much as 200 million. If fertility rates remain unchanged, the population could fall to 1.17 billion by 2065, it said. China decided in 2016 to relax a controversial “one-child policy” aimed at curbing population growth and allow all couples to have two children. However, the country’s birth rate still fell 3.5 percent in 2017 and is expected to have fallen again last year. China’s “dependency rate” - or the proportion of non-working people, including children and the elderly, in the total population - rose for the first time in more than 30 years in 2011, and is widely predicted to increase further for at least the next few decades. The proportion of retirees is projected to rise until 2060, the CASS report said, and while the decision to relax “one-child” rules was designed to rebalance China’s age structure, in the short term it will also lead to a greater dependency rate. According to previous forecasts, China’s elderly population is expected to reach 400 million by the end of 2035, up from around 240 million last year.",0
189," A Chinese space probe successfully touched down on the far side of the moon on Thursday, China’s space agency said, hailing the event as a historic first and a major achievement for the country’s space program. The Chang’e-4 lunar probe, launched in December, made the “soft landing” at 0226 GMT and transmitted the first-ever “close range” image of the far side of the moon, the China National Space Administration said. The moon is tidally locked to Earth, rotating at the same rate as it orbits our planet, so most of the far side - or “dark side” - is never visible to us. Previous spacecraft have seen the far side, but none has landed on it. The landing “lifted the mysterious veil” of the far side of the moon and “opened a new chapter in human lunar exploration”, the agency said in a statement on its website, which included a wide-angle color picture of a crater from the moon’s surface. The probe, which has a lander and a rover, touched down at a targeted area near the moon’s south pole in the Von Karman Crater after entering the moon’s orbit in mid-December. The tasks of the Chang’e-4 include astronomical observation, surveying the moon’s terrain, landform and mineral makeup, and measuring the neutron radiation and neutral atoms to study the environment of its far side. The control center in Beijing will decide when to let the rover separate from the lander, state news agency Xinhua said. “It’s an important milestone for China’s space exploration,” Wu Weiren, chief designer of the lunar exploration program, said, according to Xinhua. The probe also took six live species - cotton, rapeseed, potato, arabidopsis, fruit fly and yeast - to the lifeless environment to form a mini biosphere, Xinhua said. The landing is the latest step for China in its race to catch up with Russia and the United States and become a major space power by 2030. Beijing plans to launch construction of its own manned space station next year. While China has insisted its ambitions are purely peaceful, the U.S. Defense Department has accused it of pursuing activities aiming to prevent other nations from using space-based assets during a crisis. Besides its civilian ambitions, China has tested anti-satellite missiles and the U.S. Congress has banned NASA from two-way cooperation with its Chinese counterpart over security concerns. As competition accelerates in space, U.S. President Donald Trump seeks to create a new “Space Force” by 2020, as the sixth branch of the military. But the private space race is also heating up, as numerous companies aim to commercialize space travel, such as California-based SpaceX, which has upended the industry with its low-cost reusable Falcon 9 rockets. The United States is the only country to have landed humans on the moon, and Trump said in 2017 he wanted to return astronauts to the lunar surface to build a foundation for an eventual Mars mission. NASA administrators have said people could be put on Mars by as soon as the mid-2030s, with the agency having landed eight spacecraft there, the most recent in November. As soon as 2022, NASA expects to begin building a new space station laboratory to orbit the moon, as a pit stop for missions to distant parts of the solar system. In 2003, China became the third country to put a man in space with its own rocket after the former Soviet Union and the United States, and in 2017 it said it was preparing to send a person to the moon. China completed its first lunar “soft landing” in 2013, but its “Jade Rabbit” rover began malfunctioning after several weeks.",0
190," A former North Korean diplomat who staged a high-profile defection to the South on Saturday urged an old colleague who has gone missing in Italy to defect to Seoul, following a report that he was seeking asylum in the United States. Jo Song Gil, the 44-year-old who was until recently North Korea’s acting ambassador to Italy, disappeared with his wife after leaving the embassy without notice in early November, South Korean lawmakers said on Thursday. Jo has sought asylum in the United States and is under the protection of Italian intelligence, Italy’s La Repubblica newspaper said on Friday, citing an unidentified diplomatic source. The State Department and the U.S. embassy in Seoul did not immediately respond to a query from Reuters. In an open letter, Thae Yong Ho, Pyongyang’s former deputy ambassador to Britain, who said he went to the same university and worked with Jo before defecting to South Korea in 2016, urged Jo to follow in his footsteps. To defect to the South is an “obligation, not a choice” for North Korean diplomats committed to unification, Thae said, calling Seoul “the outpost” for that task. “If you come to South Korea, the day when our suffering colleagues and North Korean citizens are liberated from the fetters would be moved forward,” Thae said in the letter released on his website. “If you come to Seoul, even more of our colleagues would follow suit, and the unification would be accomplished by itself.” Thae said his family visited Jo in Rome in 2008, where the latter was studying from 2006 to 2009. He guided them to sites such as St. Peter’s Basilica in Vatican City. South Korea could not be “heaven on earth” but a place where Jo can realise his wishes, Thae said, highlighting the ardent desire for unification among many of the roughly 32,000 defectors there. “The defectors may not be as wealthy as South Koreans,” Thae added. “But isn’t it the only thing you and I, as North Korean diplomats, should do the rest of our lives - to bring about unification and hand over a unified nation to our children?” If confirmed to have fled, Jo would be another Europe-based diplomat who has sought to leave the impoverished, oppressive North under the rule of Kim Jong Un. In 2015, a counsellor in charge of science affairs at the North’s embassy in Germany defected with his wife to an unidentified country, while a secretary-level trade official stationed in Bulgaria and his wife also fled, Thae told South Korean cable news Channel A in an interview this week. South Korean officials said they could not comment on intelligence matters. Europe could be a safer place for North Korean diplomats than elsewhere due to its openness to receiving asylum seekers, defectors and experts say. North Korea has formal diplomatic ties with 26 European nations, as well as Britain and Germany, since 2013, Seoul’s Unification Ministry says. Pyongyang requires diplomats going overseas to leave at least one child at home, but those from the top echelons or seen as the most loyal to the regime get some exceptions. Jo hailed from a wealthy family of diplomats, and was able to take his child on his posting to Italy in 2015, Thae said. “Diplomats in Europe are well-connected and sensitive to political changes at home, which allow them to make a move quickly,” said Ahn Chan-il, a former North Korean military officer and defector. Ramon Pacheco Pardo, a North Korea specialist at Vrije Universiteit Brussel, said Europe offered a “more open, safer environment” for North Korean officials to discuss sensitive issues and consider defection. “Also, Western European countries, such as Italy or the United Kingdom, are very likely to approve the asylum application or support the defection of any North Korean official who asks for it,” said Pacheco Pardo, who regularly meets North Korean officials and defectors in Europe.",0
192," A second referendum on Britain’s membership of the European Union would only exacerbate divisions among the British people, Brexit minister Stephen Barclay told a German newspaper. Work and Pensions Secretary Amber Rudd said last month there would be a “plausible argument” for another referendum if parliament failed to reach a consensus on the way forward, something Prime Minister Theresa May has repeatedly ruled out. Barclay echoed May’s view. “A second referendum would cause yet more division,” he told German daily Die Welt. “The current extent to which Britain is divided now would be small compared to the tensions that a second vote would cause. It would further divide our nation.” The future of a Brexit agreement that May negotiated with the EU hangs in the balance in the run-up to a parliamentary vote, and calls for a second referendum - which she has consistently rejected - are growing. Brexit is scheduled for March 29. Barclay said a second referendum could not be organised before elections to the European Parliament in May. “But then, European elections would have to take place in Britain,” he added. “Which means huge democratic damage, because people voted for a withdrawal but would have to nonetheless vote again at the end of May.” “Our European colleagues couldn’t have any interest in it (a second referendum) either as that would trigger a very populist reaction,” he said. British lawmakers must choose whether to accept May’s plans for a structured exit and relatively close economic ties to the EU, or reject it and spawn huge uncertainty about the country’s next steps. The vote is due in the week beginning Jan. 14. Writing by Paul Carrel; Editing by James Dalgleish All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
